id,min_age,max_age,disease,calorie,difficulty,season,japanese_style,breakfast,lunch,dinner,reason,balance,advice
818,65,74,高血圧,2000,★★,秋,和食,雑穀ご飯・卵・味噌汁,鶏肉の煮物・野菜サラダ,さばの味噌煮・豆腐,魚と野菜を活用した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,味噌汁の量を調整しましょう
819,65,74,高血圧,2100,★★,冬,和食,玄米ご飯・納豆・減塩味噌汁,親子丼・野菜サラダ,ぶり大根・小松菜のおひたし,満足感を保ちながら減塩した献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,調味料は計量しましょう
820,65,74,高血圧,2200,★★★,通年,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚グリル・野菜スープ,洋食でも塩分を調整した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,外食時は塩分量を確認しましょう
821,65,74,高血圧,1800,★,春,和食,ご飯・納豆・減塩味噌汁・いちご,鶏肉の蒸し料理・春野菜サラダ,白身魚の煮付け・豆腐,春食材を使った減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,香味野菜を利用しましょう
822,65,74,高血圧,1900,★★,夏,和食,玄米ご飯・冷奴・卵・味噌汁,豚しゃぶサラダ,あじの焼き物・野菜煮物,血圧管理と食べやすさを考えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,水分補給も行いましょう
823,65,74,高血圧,2000,★★,秋,和食,雑穀ご飯・納豆・味噌汁,鶏肉と根菜の煮物,鮭の焼き物・ひじき煮,秋食材で栄養を補う献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,野菜量を増やしましょう
824,65,74,高血圧,2100,★★,冬,和食,ご飯・卵焼き・減塩味噌汁,豚汁・ご飯,たら鍋・豆腐料理,温かく続けやすい減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,汁を残す工夫も大切です
825,65,74,高血圧,2200,★★★,通年,和食,雑穀ご飯・納豆・ヨーグルト,鶏肉グリル・野菜サラダ,魚料理・豆腐料理,血管健康を意識した献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,運動習慣も取り入れましょう
826,65,74,高血圧,1700,★,春,和食,ご飯・卵焼き・味噌汁・果物,鶏ささみ丼・野菜サラダ,豆腐料理・魚料理,食べやすさを重視した献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,食事量を維持しましょう
827,65,74,高血圧,1900,★★,夏,和食,玄米ご飯・納豆・冷奴,豚しゃぶサラダ,鮭の焼き物・野菜煮物,夏場の血圧管理献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,漬物は量に注意しましょう
828,65,74,高血圧,2000,★★,秋,和食,雑穀ご飯・卵・味噌汁・梨,鶏肉料理・きのこ料理,さんまの塩焼き・豆腐,秋の食材を活かした献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,きのこ類を活用しましょう
829,65,74,高血圧,2100,★★,冬,和食,ご飯・納豆・減塩味噌汁,豚肉と白菜料理,鮭鍋・野菜料理,冬の健康維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,鍋の味付けを薄めにしましょう
830,65,74,高血圧,2200,★★★,春,和食,雑穀ご飯・納豆・ヨーグルト,鶏肉の照り焼き・野菜サラダ,さばの焼き物・豆腐,継続しやすい高血圧対策献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,定期的に血圧を測定しましょう
831,65,74,高血圧,1800,★,夏,和食,ご飯・納豆・減塩味噌汁・バナナ,鶏むね肉の蒸し焼き・夏野菜サラダ,鮭の焼き物・豆腐・小松菜のおひたし,減塩と筋肉維持を両立した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,香辛料や酢で味に変化をつけましょう
832,65,74,高血圧,1900,★★,秋,和食,雑穀ご飯・納豆・味噌汁・ヨーグルト,鶏肉ときのこの煮物,さばの塩焼き・ひじき煮・豆腐,血圧管理と食物繊維を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,野菜から先に食べる習慣をつけましょう
833,65,74,高血圧,2000,★★,冬,和食,玄米ご飯・卵焼き・減塩味噌汁,豚肉と白菜の煮物・ご飯,たらの鍋料理・豆腐・野菜,体を温めながら塩分を抑えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,鍋の汁は飲みすぎないようにしましょう
834,65,74,高血圧,2100,★★,春,和食,ご飯・納豆・味噌汁・果物,鶏肉の照り焼き・野菜サラダ,さわらの焼き物・ひじき煮,春食材を使った健康維持献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,旬の野菜を取り入れましょう
835,65,74,高血圧,2200,★★★,通年,和食,雑穀ご飯・納豆・牛乳,鶏肉グリル・野菜サラダ,鮭のホイル焼き・野菜スープ,高齢期の栄養不足を防ぐ献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,体重減少に注意しましょう
836,65,74,高血圧,1700,★,夏,和食,ご飯・冷奴・卵・減塩味噌汁,鶏ささみサラダ,豆腐ハンバーグ・野菜スープ,少量でも栄養を確保した献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,食事量を減らしすぎないようにしましょう
837,65,74,高血圧,1900,★★,秋,和食,玄米ご飯・納豆・味噌汁・柿,豚しゃぶサラダ,鮭の焼き物・小松菜のおひたし,野菜と魚を取り入れた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,加工食品を控えましょう
838,65,74,高血圧,2000,★★,冬,和食,雑穀ご飯・卵・減塩味噌汁,親子丼・野菜サラダ,ぶり大根・豆腐料理,満足感を保った減塩献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,調味料を少量ずつ使いましょう
839,65,74,高血圧,2100,★★,春,和食,玄米ご飯・納豆・ヨーグルト,鶏肉と春野菜炒め,白身魚の煮付け・豆腐,血圧管理と栄養補給を考えた献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★☆,乳製品も活用しましょう
840,65,74,高血圧,2200,★★★,夏,和食,ご飯・冷奴・卵焼き,豚しゃぶおろしサラダ,あじの焼き物・野菜煮物,暑い季節でも食べやすい献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,水分補給も忘れないようにしましょう
841,65,74,高血圧,1800,★,秋,和食,ご飯・納豆・減塩味噌汁・りんご,鶏むね肉料理・野菜サラダ,鮭の焼き物・豆腐,秋の食材を使った減塩献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,果物も適量摂りましょう
842,65,74,高血圧,1900,★★,冬,和食,雑穀ご飯・卵焼き・納豆,豚汁（薄味）・ご飯,たら鍋・小松菜のおひたし,減塩しながら温かさを楽しむ献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,汁物は具を多くしましょう
843,65,74,高血圧,2000,★★,春,和食,玄米ご飯・冷奴・味噌汁,鶏肉の蒸し料理・サラダ,さばの焼き物・ひじき煮,魚と大豆を活用した献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,青魚を定期的に食べましょう
844,65,74,高血圧,2100,★★,夏,和食,ご飯・納豆・卵・減塩味噌汁,鶏肉の南蛮風・野菜サラダ,鮭の焼き物・豆腐,食欲を保ちながら血圧対策する献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,味付けは薄味を基本にしましょう
845,65,74,高血圧,2200,★★★,秋,和食,雑穀ご飯・納豆・ヨーグルト,豚肉と根菜の煮物,さんまの焼き物・豆腐,秋の栄養を活用した献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,根菜類を積極的に摂りましょう
846,65,74,高血圧,1700,★,冬,和食,ご飯・卵・味噌汁・果物,鶏ささみ丼・野菜サラダ,豆腐料理・白身魚,低栄養を防ぐ減塩献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,食べられる量を維持しましょう
847,65,74,高血圧,1900,★★,春,和食,玄米ご飯・納豆・味噌汁,豚しゃぶサラダ,鮭のホイル焼き・野菜料理,生活習慣病予防を意識した献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,毎日血圧を確認しましょう
848,65,74,高血圧,2000,★★,夏,和食,雑穀ご飯・冷奴・卵焼き,鶏肉と野菜炒め,白身魚の焼き物・ひじき煮,夏向けの食べやすい献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,漬物や加工食品を控えましょう
849,65,74,高血圧,2100,★★,秋,和食,ご飯・納豆・味噌汁・梨,鶏肉の煮物・きのこ料理,鮭の焼き物・豆腐,食物繊維を取り入れた献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,きのこを活用しましょう
850,65,74,高血圧,2200,★★★,冬,和食,雑穀ご飯・納豆・ヨーグルト,豚肉と白菜料理,たら鍋・野菜料理,高齢期の血圧管理を考えた献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,継続できる減塩習慣を作りましょう
851,65,74,高血圧,1800,★,春,和食,ご飯・納豆・減塩味噌汁・ヨーグルト,鶏むね肉の蒸し料理・春野菜サラダ,鮭の塩焼き・豆腐・小松菜のおひたし,減塩しながら筋肉維持を考えた春献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,薄味でもだしを活用しましょう
852,65,74,高血圧,1900,★★,夏,和食,雑穀ご飯・冷奴・卵焼き・減塩味噌汁,豚しゃぶサラダ・ご飯,あじの焼き物・野菜煮物,夏の血圧管理と栄養維持を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,汗をかく時期は水分補給を忘れないようにしましょう
853,65,74,高血圧,2000,★★,秋,和食,玄米ご飯・納豆・味噌汁・果物,鶏肉ときのこの煮物,さばの焼き物・ひじき煮・豆腐,食物繊維を多く含む血圧対策献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,野菜や豆類を積極的に摂りましょう
854,65,74,高血圧,2100,★★,冬,和食,ご飯・卵焼き・納豆・減塩味噌汁,豚肉と白菜の煮物,たら鍋・豆腐・野菜料理,冬でも塩分を控えた温かい献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,鍋の汁は控えめにしましょう
855,65,74,高血圧,2200,★★★,通年,和食,雑穀ご飯・納豆・牛乳,鶏肉グリル・野菜サラダ,鮭のホイル焼き・野菜スープ,高齢期の栄養と血圧管理を両立した献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,筋肉維持のため運動も行いましょう
856,65,74,高血圧,1700,★,春,和食,ご飯・卵・減塩味噌汁・いちご,鶏ささみサラダ,豆腐ハンバーグ・野菜スープ,食欲が少ない人向けの栄養密度重視献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,少量でも栄養を意識しましょう
857,65,74,高血圧,1900,★★,夏,和食,玄米ご飯・納豆・冷奴,豚しゃぶおろしサラダ,鮭の焼き物・ひじき煮,夏でも続けやすい減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,香味野菜で味を補いましょう
858,65,74,高血圧,2000,★★,秋,和食,雑穀ご飯・卵・味噌汁,鶏肉と根菜の煮物,さんまの焼き物・豆腐,秋食材を使った健康維持献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,根菜類を取り入れましょう
859,65,74,高血圧,2100,★★,冬,和食,玄米ご飯・納豆・減塩味噌汁,親子丼・野菜サラダ,ぶり大根・小松菜のおひたし,満足感を保ちながら減塩した献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,調味料の量を確認しましょう
860,65,74,高血圧,2200,★★★,春,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚グリル・野菜スープ,洋風でも塩分調整した献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,加工食品を控えましょう
861,65,74,高血圧,1800,★,夏,和食,ご飯・納豆・減塩味噌汁・果物,鶏肉の蒸し焼き・野菜サラダ,白身魚の煮付け・豆腐,食べやすさと減塩を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,毎食野菜を取り入れましょう
862,65,74,高血圧,1900,★★,秋,和食,雑穀ご飯・納豆・ヨーグルト,豚しゃぶサラダ,鮭のホイル焼き・野菜料理,血管健康維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,乳製品も適量取り入れましょう
863,65,74,高血圧,2000,★★,冬,和食,ご飯・卵焼き・味噌汁,鶏肉料理・野菜サラダ,たらの煮付け・豆腐,冬の栄養不足を防ぐ献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,食事量を維持しましょう
864,65,74,高血圧,2100,★★,春,和食,玄米ご飯・納豆・味噌汁,豚肉と野菜炒め,さわらの焼き物・ひじき煮,春の食材を使った減塩献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,旬の野菜を活用しましょう
865,65,74,高血圧,2200,★★★,夏,和食,雑穀ご飯・冷奴・卵,鶏肉の照り焼き・野菜サラダ,さばの焼き物・豆腐,魚と野菜を活用した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,魚の味付けは薄めにしましょう
866,65,74,高血圧,1700,★,秋,和食,ご飯・納豆・味噌汁・りんご,鶏ささみ料理・野菜サラダ,豆腐料理・白身魚,低エネルギーでも栄養を確保した献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,食事制限よりバランスを重視しましょう
867,65,74,高血圧,1900,★★,冬,和食,玄米ご飯・卵・納豆,豚汁（薄味）・ご飯,鮭鍋・野菜料理,冬の減塩と栄養維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,汁物は具材を増やしましょう
868,65,74,高血圧,2000,★★,春,和食,雑穀ご飯・納豆・ヨーグルト,鶏肉と野菜炒め,白身魚の焼き物・豆腐,生活習慣改善を意識した献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,毎日の食事リズムを整えましょう
869,65,74,高血圧,2100,★★,夏,和食,ご飯・冷奴・減塩味噌汁,豚しゃぶサラダ,あじの焼き物・ひじき煮,夏の血圧管理を支える献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,塩分表示を確認しましょう
870,65,74,高血圧,2200,★★★,秋,和食,雑穀ご飯・納豆・牛乳,鶏肉の照り焼き・野菜サラダ,鮭の焼き物・豆腐,健康寿命を意識した高血圧対策献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,継続できる減塩習慣を作りましょう
871,65,74,糖尿病,1800,★,春,和食,玄米ご飯・納豆・味噌汁・ヨーグルト,鶏むね肉の蒸し料理・野菜サラダ,鮭の塩焼き・豆腐・ひじき煮,血糖管理と筋肉維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,野菜から食べる習慣をつけましょう
872,65,74,糖尿病,1900,★★,夏,和食,雑穀ご飯・冷奴・卵焼き・味噌汁,豚しゃぶサラダ・ご飯,さばの焼き物・小松菜のおひたし,食物繊維を増やした血糖管理献立,たんぱく質★★★★★ 野菜★★★★★ 血糖管理★★★★★,甘い飲み物を控えましょう
873,65,74,糖尿病,2000,★★,秋,和食,玄米ご飯・納豆・味噌汁・りんご,鶏肉ときのこの炒め物,さんまの塩焼き・ひじき煮・豆腐,秋食材を活用した血糖安定献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,白米は量を調整しましょう
874,65,74,糖尿病,2100,★★,冬,和食,ご飯・卵焼き・納豆・味噌汁,豚肉と白菜の煮物,たら鍋・豆腐・野菜料理,栄養を確保しながら糖質調整した献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,欠食を避けましょう
875,65,74,糖尿病,2200,★★★,通年,和食,雑穀ご飯・納豆・牛乳・ヨーグルト,鶏肉グリル・野菜サラダ,鮭のホイル焼き・野菜スープ,高齢期の低栄養予防も考えた献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,筋肉維持のため十分食べましょう
876,65,74,糖尿病,1700,★,春,和食,ご飯・納豆・野菜味噌汁・果物,鶏ささみサラダ,豆腐ハンバーグ・野菜スープ,食べやすく血糖管理を考えた献立,たんぱく質★★★★☆ 野菜★★★★★ 血糖管理★★★★★,食事量を極端に減らさないようにしましょう
877,65,74,糖尿病,1900,★★,夏,和食,玄米ご飯・冷奴・卵・味噌汁,豚しゃぶおろしサラダ,鮭の焼き物・ひじき煮,夏でも血糖安定を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,間食量を調整しましょう
878,65,74,糖尿病,2000,★★,秋,和食,雑穀ご飯・納豆・ヨーグルト,鶏肉の煮物・野菜サラダ,さばの味噌煮・豆腐,魚と野菜を取り入れた糖尿病向け献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,食物繊維を毎食摂りましょう
879,65,74,糖尿病,2100,★★,冬,和食,玄米ご飯・卵・味噌汁,親子丼・野菜サラダ,ぶり大根・小松菜のおひたし,満足感を保ちながら糖質管理した献立,たんぱく質★★★★★ 野菜★★★★☆ 血糖管理★★★★★,主食量を一定にしましょう
880,65,74,糖尿病,2200,★★★,通年,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚グリル・野菜スープ,洋食でも血糖管理を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,野菜を先に食べましょう
881,65,74,糖尿病,1800,★,春,和食,玄米ご飯・納豆・味噌汁・いちご,鶏肉の蒸し料理・春野菜サラダ,白身魚の煮付け・豆腐,春食材で栄養バランスを整えた献立,たんぱく質★★★★★ 野菜★★★★★ 血糖管理★★★★★,果物は量を調整しましょう
882,65,74,糖尿病,1900,★★,夏,和食,雑穀ご飯・冷奴・納豆,豚しゃぶサラダ,あじの焼き物・野菜煮物,夏向けの血糖管理献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,水分補給を意識しましょう
883,65,74,糖尿病,2000,★★,秋,和食,ご飯・納豆・味噌汁・梨,鶏肉と根菜の煮物,鮭の焼き物・ひじき煮,秋食材で食物繊維を補う献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,根菜は適量摂りましょう
884,65,74,糖尿病,2100,★★,冬,和食,玄米ご飯・卵焼き・納豆,豚汁・ご飯,たら鍋・豆腐料理,温かく継続しやすい糖尿病対策献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,汁物の塩分にも注意しましょう
885,65,74,糖尿病,2200,★★★,春,和食,雑穀ご飯・納豆・ヨーグルト,鶏肉グリル・野菜サラダ,さわらの焼き物・豆腐,筋肉維持と血糖管理を両立した献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,運動も組み合わせましょう
886,65,74,糖尿病,1700,★,夏,和食,ご飯・卵・味噌汁・果物,鶏ささみ丼・野菜サラダ,豆腐料理・魚料理,低エネルギーでも栄養を確保した献立,たんぱく質★★★★☆ 野菜★★★★★ 血糖管理★★★★★,食事を抜かないようにしましょう
887,65,74,糖尿病,1900,★★,秋,和食,玄米ご飯・納豆・味噌汁,豚しゃぶサラダ,鮭のホイル焼き・野菜料理,秋の食材で血糖管理する献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,ゆっくり食べましょう
888,65,74,糖尿病,2000,★★,冬,和食,雑穀ご飯・卵焼き・味噌汁,鶏肉と野菜炒め,さんまの焼き物・豆腐,栄養バランスを考えた献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,食事時間を一定にしましょう
889,65,74,糖尿病,2100,★★,春,和食,玄米ご飯・納豆・ヨーグルト,鶏肉料理・野菜サラダ,白身魚の焼き物・ひじき煮,春の健康維持を支える献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,毎日の食事記録も有効です
890,65,74,糖尿病,2200,★★★,夏,和食,雑穀ご飯・納豆・冷奴,豚しゃぶサラダ,鮭の焼き物・豆腐,継続しやすい糖尿病管理献立,たんぱく質★★★★★ 野菜★★★★★ 血糖管理★★★★★,継続できる食生活を目指しましょう
891,65,74,糖尿病,1800,★,秋,和食,雑穀ご飯・納豆・減塩味噌汁・ヨーグルト,鶏むね肉の照り焼き・野菜サラダ,鮭の焼き物・豆腐・ひじき煮,血糖値の安定と筋肉維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,食物繊維を先に摂るよう意識しましょう
892,65,74,糖尿病,1900,★★,冬,和食,玄米ご飯・卵焼き・納豆・味噌汁,豚肉と白菜の煮物・ご飯,たら鍋・小松菜のおひたし,冬でも栄養バランスを保つ糖尿病向け献立,たんぱく質★★★★★ 野菜★★★★★ 血糖管理★★★★★,主食量を毎日一定にしましょう
893,65,74,糖尿病,2000,★★,春,和食,ご飯・納豆・味噌汁・いちご,鶏肉と春野菜の炒め物,さわらの焼き物・豆腐・ひじき煮,旬の野菜で血糖管理を支える献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,甘い菓子類の摂取量に注意しましょう
894,65,74,糖尿病,2100,★★,夏,和食,雑穀ご飯・冷奴・卵・ヨーグルト,豚しゃぶサラダ・ご飯,あじの焼き物・野菜煮物,暑い季節でも食べやすい献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,食欲低下時も栄養を確保しましょう
895,65,74,糖尿病,2200,★★★,通年,和食,玄米ご飯・納豆・牛乳,鶏肉グリル・野菜サラダ,鮭のホイル焼き・野菜スープ,低栄養予防も考えた高齢者向け献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,筋肉維持のため十分なたんぱく質を摂りましょう
896,65,74,糖尿病,1700,★,秋,和食,ご飯・卵・野菜味噌汁・りんご,鶏ささみサラダ,豆腐ハンバーグ・野菜スープ,エネルギーを抑えながら栄養を確保する献立,たんぱく質★★★★☆ 野菜★★★★★ 血糖管理★★★★★,食事量を急に減らさないようにしましょう
897,65,74,糖尿病,1900,★★,冬,和食,雑穀ご飯・納豆・味噌汁,鶏肉と根菜の煮物,鮭の焼き物・豆腐,食物繊維を取り入れた血糖管理献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,根菜類も適量摂取しましょう
898,65,74,糖尿病,2000,★★,春,和食,玄米ご飯・卵焼き・ヨーグルト,豚しゃぶサラダ,白身魚の煮付け・小松菜,栄養バランスを意識した献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★☆,乳製品を適度に取り入れましょう
899,65,74,糖尿病,2100,★★,夏,和食,雑穀ご飯・納豆・冷奴,鶏肉の蒸し料理・野菜サラダ,さばの焼き物・ひじき煮,血糖変動を抑える献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,よく噛んで食べましょう
900,65,74,糖尿病,2200,★★★,秋,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚グリル・野菜スープ,洋風でも糖質量を調整した献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,ソースや調味料の糖分に注意しましょう
901,65,74,糖尿病,1800,★,冬,和食,玄米ご飯・納豆・味噌汁・みかん,鶏肉の煮物・野菜料理,たらの焼き物・豆腐,冬の血糖管理を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,果物は適量を守りましょう
902,65,74,糖尿病,1900,★★,春,和食,雑穀ご飯・卵・納豆,豚肉と野菜炒め,鮭の焼き物・ひじき煮,野菜量を確保した献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,野菜料理を毎食加えましょう
903,65,74,糖尿病,2000,★★,夏,和食,ご飯・冷奴・味噌汁,鶏肉の照り焼き・サラダ,あじの焼き物・豆腐料理,夏場の栄養不足を防ぐ献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,清涼飲料水の飲みすぎに注意しましょう
904,65,74,糖尿病,2100,★★,秋,和食,玄米ご飯・納豆・ヨーグルト,鶏肉ときのこの料理,さんまの焼き物・野菜煮物,秋食材を活用した糖尿病対策献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,きのこ類を積極的に使いましょう
905,65,74,糖尿病,2200,★★★,冬,和食,雑穀ご飯・卵焼き・納豆,豚汁・ご飯,鮭鍋・豆腐料理,満足感と血糖管理を両立した献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,食事時間を整えましょう
906,65,74,糖尿病,1700,★,春,和食,ご飯・納豆・味噌汁・果物,鶏ささみ丼・野菜サラダ,豆腐料理・白身魚,少量でも栄養を確保した献立,たんぱく質★★★★☆ 野菜★★★★★ 血糖管理★★★★★,欠食をしないことが大切です
907,65,74,糖尿病,1900,★★,夏,和食,玄米ご飯・卵・冷奴,豚しゃぶサラダ,鮭の焼き物・野菜料理,夏向けの血糖安定献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,食後の軽い運動も有効です
908,65,74,糖尿病,2000,★★,秋,和食,雑穀ご飯・納豆・味噌汁・梨,鶏肉料理・きのこサラダ,白身魚の焼き物・豆腐,秋の食材で栄養補給する献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,食物繊維を意識しましょう
909,65,74,糖尿病,2100,★★,冬,和食,玄米ご飯・卵焼き・ヨーグルト,豚肉と白菜の料理,たら鍋・野菜料理,冬の健康維持を支える献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★☆,体重変化を確認しましょう
910,65,74,糖尿病,2200,★★★,春,和食,雑穀ご飯・納豆・牛乳,鶏肉の照り焼き・春野菜サラダ,さわらの焼き物・豆腐,健康寿命維持を考えた糖尿病向け献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,継続できる食事管理を行いましょう
911,65,74,糖尿病,1800,★,春,和食,玄米ご飯・納豆・減塩味噌汁・ヨーグルト,鶏むね肉の照り焼き・野菜サラダ,鮭の焼き物・豆腐・ひじき煮,血糖値の安定と筋肉維持を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,主食と副菜のバランスを整えましょう
912,65,74,糖尿病,1900,★★,夏,和食,雑穀ご飯・卵焼き・冷奴・味噌汁,豚しゃぶサラダ・ご飯,さばの焼き物・小松菜のおひたし,夏場でも血糖管理しやすい献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,水分補給を意識しましょう
913,65,74,糖尿病,2000,★★,秋,和食,玄米ご飯・納豆・味噌汁・りんご,鶏肉ときのこの煮物,さんまの焼き物・豆腐・ひじき煮,秋食材で食物繊維を補う献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,きのこ類を活用しましょう
914,65,74,糖尿病,2100,★★,冬,和食,雑穀ご飯・卵・ヨーグルト,豚肉と白菜の煮物,たら鍋・野菜料理・豆腐,体を温めながら栄養を確保する献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★☆,鍋料理は具材を増やしましょう
915,65,74,糖尿病,2200,★★★,通年,和食,玄米ご飯・納豆・牛乳,鶏肉グリル・野菜サラダ,鮭のホイル焼き・野菜スープ,高齢者の低栄養予防も考えた献立,たんぱく質★★★★★ 野菜★★★★★ カルシウム★★★★★,筋肉維持のため十分食べましょう
916,65,74,糖尿病,1700,★,春,和食,ご飯・納豆・野菜味噌汁・果物,鶏ささみサラダ,豆腐ハンバーグ・野菜スープ,エネルギーを抑えながら栄養を補う献立,たんぱく質★★★★☆ 野菜★★★★★ 血糖管理★★★★★,食事量を極端に減らさないようにしましょう
